"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2025","Abilene Christian",69.6351,95,69.2344,83,96.5057,341,98.8502,324,101.251,69,103.026,92,-4.17614,216
"2025","Air Force",64.7205,332,64.5049,327,96.4261,343,99.9491,308,112.077,316,112.094,275,-12.1445,303
"2025","Akron",72.8507,11,72.3133,12,113.207,52,112.124,90,103.299,109,106.024,144,6.10034,103
"2025","Alabama",75.9466,1,75.0424,1,119.398,6,127.289,3,105.16,162,97.8497,36,29.4398,6
"2025","Alabama A&M",72.7779,13,72.0104,16,95.8296,348,93.2056,360,109.865,268,115.542,326,-22.3365,359
"2025","Alabama St.",69.5088,100,68.1249,146,104.767,218,102.326,258,106.318,182,113.11,290,-10.7847,293
"2025","Albany",68.4326,160,67.7532,165,106.225,171,103.308,244,106.875,195,111.715,260,-8.40707,264
"2025","Alcorn St.",66.4343,270,65.0109,316,98.0593,327,98.9863,320,109.526,260,112.476,279,-13.4897,317
"2025","American",63.5745,357,63.65,349,103.813,239,102.277,260,106.176,180,109.463,219,-7.18547,252
"2025","Appalachian St.",64.0781,351,63.6345,350,103.102,253,101.794,273,100.334,56,101.585,71,0.20891,160
"2025","Arizona",70.4653,56,70.3185,51,113.981,40,120.135,18,99.5635,42,94.9763,17,25.159,13
"2025","Arizona St.",70.1355,71,68.827,112,103.71,241,112.315,88,105.52,170,100.087,54,12.2284,65
"2025","Arkansas",70.147,70,69.2155,84,106.926,160,111.739,94,99.4166,38,94.9391,16,16.8001,41
"2025","Arkansas Pine Bluff",73.081,8,72.1511,15,96.4511,342,95.1388,354,118.575,358,121.957,361,-26.8181,363
"2025","Arkansas St.",70.41,58,69.9663,59,110.762,76,110.19,118,98.0873,25,101.205,69,8.98491,87
"2025","Army",67.5148,208,67.8227,162,103.859,238,101.387,280,110.234,277,114.869,318,-13.4819,316
"2025","Auburn",69.3599,111,68.6024,121,122.919,2,130.717,1,99.2172,33,93.0429,10,37.6737,2
"2025","Austin Peay",66.9383,240,66.3783,240,103.528,242,102.567,254,111.909,314,111.549,258,-8.98128,269
"2025","Ball St.",68.1163,179,66.3878,239,108,137,104.805,219,109.72,265,114.069,311,-9.26342,275
"2025","Baylor",66.257,278,65.4269,296,113.454,48,121.059,15,104.585,147,100.737,61,20.3224,31
"2025","Bellarmine",67.1705,232,66.465,235,104.599,221,104.251,226,120.141,363,121.889,360,-17.6382,342
"2025","Belmont",70.5612,53,70.7773,36,112.83,57,114.129,68,110.106,276,111.364,252,2.76431,132
"2025","Bethune Cookman",69.7475,90,69.2744,81,98.9314,320,98.4369,329,104.04,128,108.127,194,-9.69044,279
"2025","Binghamton",66.3573,274,65.9181,272,101.913,274,99.6065,313,108.699,241,112.723,283,-13.1165,312
"2025","Boise St.",66.0653,287,65.9824,270,113.462,47,116.64,46,99.8879,48,100.224,55,16.4159,48
"2025","Boston College",66.9477,239,66.796,226,102.385,264,105.11,216,108.686,240,106.666,159,-1.55646,182
"2025","Boston University",63.557,358,63.2398,354,100.974,296,99.0862,318,104.697,149,110.851,244,-11.7648,302
"2025","Bowling Green",70.012,78,69.2846,79,103.501,243,100.077,306,107.892,220,110.827,241,-10.7506,292
"2025","Bradley",66.7387,250,66.1386,261,113.911,42,112.356,86,103.669,118,104.699,118,7.65722,93
"2025","Brown",67.3718,220,66.1199,262,104.938,209,104.021,231,105.703,172,107.572,182,-3.55078,214
"2025","Bryant",72.8788,10,72.4754,7,108.953,120,107.41,171,103.043,103,107.149,172,0.260585,159
"2025","Bucknell",67.6236,201,67.702,168,104.809,215,103.083,246,102.85,96,107.313,177,-4.22976,217
"2025","Buffalo",72.3542,16,71.3456,24,97.3386,334,96.3121,342,112.413,322,113.83,306,-17.5183,341
"2025","Butler",67.2817,226,67.9112,155,110.122,91,116.649,45,107.998,222,105.146,128,11.5033,71
"2025","BYU",67.7,197,67.3301,200,118.049,12,123.444,12,101.412,71,101.141,67,22.3032,25
"2025","Cal Baptist",67.97,184,66.3684,242,104.868,213,106.88,185,103.831,123,107.108,171,-0.228537,164
"2025","Cal Poly",74.9485,2,74.8953,2,105.038,207,108.031,162,110.764,289,111.449,255,-3.41809,209
"2025","Cal St. Bakersfield",67.3553,221,66.2927,249,105.566,187,107.003,179,111.608,309,113.424,298,-6.42113,242
"2025","Cal St. Fullerton",68.687,148,68.3767,131,91.1384,360,95.5176,347,114.064,339,113.632,303,-18.1145,345
"2025","California",68.152,176,67.9058,156,108.394,132,111.373,98,109.609,262,107.188,174,4.18482,115
"2025","Campbell",66.2259,279,66.3018,247,104.017,236,102.752,253,103.746,121,106.21,151,-3.4581,211
"2025","Canisius",66.1164,283,66.1082,263,99.0205,319,100.767,295,119.239,361,122.889,363,-22.1222,358
"2025","Central Arkansas",67.4138,217,66.6301,229,99.1678,317,98.2356,332,115.32,344,116.335,335,-18.099,344
"2025","Central Connecticut",66.1542,281,66.1817,258,105.611,186,101.809,271,95.3688,12,102.605,85,-0.795499,175
"2025","Central Michigan",68.6725,150,67.6262,175,105.797,182,106.803,188,108.258,230,109.177,211,-2.37426,189
"2025","Charleston",70.5406,54,70.7336,38,107.38,149,106.949,182,103.452,111,106.111,146,0.838709,153
"2025","Charleston Southern",68.9679,127,67.6794,171,101.025,292,100.661,300,112.827,329,111.841,266,-11.1793,297
"2025","Charlotte",65.663,308,65.1833,306,105.403,195,104.835,218,112.897,330,113.178,292,-8.34219,262
"2025","Chattanooga",67.5218,206,66.908,219,115.705,27,116.199,50,108.248,229,111.193,250,5.00559,110
"2025","Chicago St.",69.2969,115,68.8031,113,89.9944,362,91.9996,362,112.901,331,116.352,337,-24.3527,361
"2025","Cincinnati",65.7091,303,65.574,287,108.137,136,112.624,84,99.6668,45,96.4604,26,16.1634,50
"2025","Clemson",64.8398,329,64.1314,337,116.848,21,120.901,17,99.492,41,96.2931,24,24.608,17
"2025","Cleveland St.",66.3696,273,66.0088,269,105.724,183,104.682,222,102.087,83,104.949,124,-0.266125,166
"2025","Coastal Carolina",64.2241,348,63.6072,351,102.264,269,100.95,290,112.456,324,115.869,331,-14.9182,327
"2025","Colgate",66.6411,259,67.4228,193,106,176,105.463,211,109.236,256,113.981,309,-8.51847,266
"2025","Colorado",68.3378,168,67.5605,181,101.217,285,107.578,169,104.269,137,100.33,56,7.24802,95
"2025","Colorado St.",66.6551,255,66.2937,248,111.367,69,115.362,59,100.655,60,100.893,66,14.4689,57
"2025","Columbia",71.0417,40,70.7074,39,108.552,130,107.116,175,112.231,320,116.32,334,-9.20303,272
"2025","Connecticut",65.114,323,64.3862,332,118.004,13,122.331,13,104.488,143,104.037,109,18.2936,36
"2025","Coppin St.",68.7949,142,68.1081,147,88.0777,363,87.4212,363,112.433,323,113.216,294,-25.7945,362
"2025","Cornell",71.8542,20,71.0869,28,115.269,31,114.338,67,109.096,254,111.905,268,2.4329,137
"2025","Creighton",68.4078,162,68.0445,150,109.489,107,116.059,53,101.107,65,97.9808,38,18.0787,37
"2025","CSUN",72.798,12,72.3723,11,109.699,103,110.096,123,99.985,49,103.766,104,6.32939,99
"2025","Dartmouth",71.6744,25,71.3503,23,104.193,229,101.808,272,101.66,75,103.827,105,-2.01966,187
"2025","Davidson",66.1094,285,65.5627,288,109.719,102,111.321,99,107.701,216,109.032,209,2.28931,139
"2025","Dayton",66.153,282,66.2253,255,112.574,58,116.115,52,105.409,166,105.799,141,10.3152,79
"2025","Delaware",70.4263,57,70.8641,34,107.404,148,108.414,152,113.5,337,117.132,343,-8.71759,267
"2025","Delaware St.",71.793,21,70.9614,31,103.786,240,101.283,283,108.936,248,113.706,304,-12.4233,308
"2025","Denver",68.0962,181,66.8143,224,101.755,276,99.2408,316,111.836,312,111.476,256,-12.2351,305
"2025","DePaul",67.764,195,67.3042,201,104.195,228,108.722,142,107.74,218,106.163,148,2.55883,136
"2025","Detroit Mercy",67.3809,219,67.0302,213,96.0028,346,95.2355,350,110.787,290,112.019,273,-16.7833,337
"2025","Drake",59.7651,364,59.4038,364,113.576,46,113.398,76,99.4731,40,100.4,58,12.9981,60
"2025","Drexel",64.0831,350,63.2049,356,104.808,216,101.973,267,102.028,80,104.924,123,-2.95095,203
"2025","Duke",66.5529,263,66.2677,251,125.526,1,129.113,2,91.9051,2,89.7141,4,39.3992,1
"2025","Duquesne",65.4029,316,65.3569,299,104.061,233,106.313,200,102.545,91,103.736,103,2.57725,134
"2025","East Carolina",67.2494,228,66.9336,218,109.011,117,108.601,147,106.915,197,108.577,204,0.0236555,162
"2025","East Tennessee St.",65.6935,304,65.4366,295,109.872,97,107.814,165,102.642,93,105.079,125,2.73549,133
"2025","East Texas A&M",67.8148,193,67.6041,177,94.6543,355,96.7277,339,110.075,274,111.834,265,-15.1064,330
"2025","Eastern Illinois",66.9832,238,66.3777,241,94.2697,357,94.0111,358,103.965,126,107.476,179,-13.4644,314
"2025","Eastern Kentucky",67.9578,186,67.898,158,110.763,75,110.175,119,110.078,275,111.76,261,-1.58502,183
"2025","Eastern Michigan",68.099,180,67.3316,199,105.987,177,103.82,235,111.735,310,114.654,315,-10.8333,294
"2025","Eastern Washington",67.9427,187,67.3727,194,103.251,250,103.041,247,112.921,332,113.412,297,-10.3711,287
"2025","Elon",65.4902,313,65.3494,300,108.37,133,107.251,173,106.032,179,109.149,210,-1.89784,186
"2025","Evansville",67.0004,237,67.1336,205,97.5325,332,98.9471,321,106.553,190,106.064,145,-7.11695,251
"2025","Fairfield",65.8079,300,65.7103,283,100.645,305,99.6647,311,111.432,304,116.338,336,-16.673,336
"2025","Fairleigh Dickinson",68.8153,139,69.6438,67,101.087,289,98.4817,328,107.359,207,111.958,269,-13.476,315
"2025","FIU",69.5331,99,69.1113,95,97.1625,336,97.7752,334,104.054,130,105.221,130,-7.44589,254
"2025","Florida",70.2806,63,69.5417,69,119.142,8,126.846,4,95.6716,14,92.8753,7,33.971,4
"2025","Florida A&M",68.4663,157,67.43,192,99.6711,313,100.694,298,110.805,291,114.2,312,-13.5061,319
"2025","Florida Atlantic",70.0149,77,69.4792,70,110.467,84,113.113,80,108.456,236,108.676,206,4.43663,112
"2025","Florida Gulf Coast",65.6524,309,65.4588,292,110.153,90,108.623,145,106.512,189,109.206,212,-0.582717,169
"2025","Florida St.",70.7454,48,70.1567,53,106.091,174,109.992,124,103.68,120,101.654,72,8.33786,90
"2025","Fordham",70.2219,67,70.0919,55,102.978,255,106.46,197,109.969,270,111.546,257,-5.08573,226
"2025","Fresno St.",71.2832,34,71.024,29,97.0545,338,101.047,288,110.36,281,108.12,192,-7.07349,248
"2025","Furman",66.4957,267,66.1423,260,109.001,118,108.322,155,104.172,134,106.939,168,1.38268,148
"2025","Gardner Webb",70.091,72,69.303,78,104.929,211,104.057,230,111.879,313,112.193,277,-8.13617,259
"2025","George Mason",65.1456,321,64.7629,320,104.948,208,105.297,213,95.0671,10,95.7797,21,9.5175,83
"2025","George Washington",67.1947,231,67.3536,197,106.397,166,106.764,191,99.2346,34,102.671,86,4.09277,118
"2025","Georgetown",68.4267,161,68.524,126,104.311,225,108.335,154,99.5949,43,98.92,49,9.41544,85
"2025","Georgia",68.7504,144,66.8477,222,109.779,101,115.523,57,100.697,61,96.576,28,18.9466,34
"2025","Georgia Southern",69.9689,81,69.8851,61,104.052,234,103.01,248,107.645,214,110.081,231,-7.07122,247
"2025","Georgia St.",69.3776,108,69.2085,85,106.296,168,106.768,190,113.431,336,115.676,328,-8.90831,268
"2025","Georgia Tech",69.4256,106,68.8649,110,105.195,204,108.267,157,103.535,115,101.328,70,6.93872,96
"2025","Gonzaga",70.633,52,70.4387,48,122.442,3,125.114,7,97.9248,23,97.8655,37,27.2481,8
"2025","Grambling St.",66.5331,265,64.4192,330,97.2573,335,97.0095,338,106.927,198,111.977,271,-14.9674,329
"2025","Grand Canyon",72.9,9,71.9983,17,105.538,188,105.85,204,94.5461,8,99.466,52,6.38432,98
"2025","Green Bay",69.0347,123,69.0381,99,100.777,302,101.129,287,115.648,349,116.901,342,-15.7717,334
"2025","Hampton",66.0159,290,65.7866,279,105.323,198,104.46,223,106.423,187,108.425,203,-3.96477,215
"2025","Harvard",66.8935,242,65.8421,276,101.71,277,102.021,264,108.581,239,110.373,233,-8.35151,263
"2025","Hawaii",66.8158,245,66.1833,257,102.774,258,103.933,233,105.951,176,108.186,197,-4.25325,218
"2025","High Point",67.3463,222,66.9726,215,121.087,4,118.575,26,104.871,151,109.781,223,8.79404,88
"2025","Hofstra",64.3892,343,63.9422,345,97.9841,328,98.364,330,100.832,63,103.042,93,-4.67841,224
"2025","Holy Cross",65.9582,294,66.3479,244,103.105,252,102.278,259,111.161,300,116.233,333,-13.9553,322
"2025","Houston",62.2166,360,61.3297,360,117.457,17,124.376,8,91.2753,1,89.2399,3,35.1365,3
"2025","Houston Christian",64.9573,326,65.1672,307,100.372,308,101.742,274,108.286,232,110.946,246,-9.20356,273
"2025","Howard",70.3759,59,69.7341,64,106.039,175,104.74,220,113.108,334,117.42,346,-12.6797,310
"2025","Idaho",66.5506,264,66.3289,245,108.705,124,108.639,144,115.249,343,117.81,350,-9.17018,271
"2025","Idaho St.",66.6502,256,66.2308,254,108.668,125,106.939,183,107.329,205,109.652,220,-2.71303,199
"2025","Illinois",72.3243,17,71.6138,18,114.835,32,121.865,14,100.776,62,97.5886,33,24.2765,19
"2025","Illinois Chicago",68.8655,134,69.5602,68,106.787,163,108.552,149,108.267,231,108.226,199,0.326155,158
"2025","Illinois St.",65.8995,296,65.7649,280,113.591,45,113.672,74,110.704,286,111.577,259,2.09415,141
"2025","Incarnate Word",64.6532,337,64.5888,324,107.45,147,106.95,181,109.205,255,114.033,310,-7.08333,249
"2025","Indiana",69.3598,112,68.4236,128,109.053,116,115.365,58,104.061,131,98.7014,45,16.6632,43
"2025","Indiana St.",72.0779,19,72.4566,8,107.963,139,108.98,139,111.159,299,112.196,278,-3.21627,206
"2025","Iona",68.7987,141,68.9078,106,99.9443,311,97.7018,335,101.126,66,106.184,149,-8.48232,265
"2025","Iowa",71.6065,27,70.0591,57,114.031,39,117.991,34,110.385,283,106.938,167,11.0535,74
"2025","Iowa St.",69.7279,91,68.9768,101,113.776,44,119.527,21,95.5756,13,93.0361,9,26.491,11
"2025","IU Indy",66.0197,289,65.1953,304,108.449,131,109.113,136,119.082,360,122.413,362,-13.3002,313
"2025","Jackson St.",70.5181,55,68.9149,105,99.742,312,101.617,275,106.332,184,108.171,196,-6.55366,244
"2025","Jacksonville",68.5469,152,67.8493,159,104.358,224,102.331,257,103.278,106,103.256,96,-0.925435,176
"2025","Jacksonville St.",65.6782,305,65.3866,297,107.734,140,109.905,126,105.161,163,105.471,135,4.43378,113
"2025","James Madison",65.1291,322,65.0396,314,110.592,81,111.424,97,108.119,226,110.596,238,0.828191,154
"2025","Kansas",69.0333,124,68.8956,108,108.179,135,115.158,60,96.939,19,91.735,6,23.4234,21
"2025","Kansas City",65.8528,298,65.0027,317,103.305,249,100.888,291,107.737,217,107.09,169,-6.20219,237
"2025","Kansas St.",68.3028,170,67.5703,179,105.318,199,111.539,96,102.867,99,99.397,50,12.142,66
"2025","Kennesaw St.",71.0744,39,70.7706,37,102.35,267,105.787,205,102.693,95,103.548,101,2.23894,140
"2025","Kent St.",67.537,204,66.0114,268,107.124,155,106.893,184,100.015,50,102.97,89,3.92248,119
"2025","Kentucky",72.223,18,70.8607,35,117.521,16,125.295,6,106.585,191,100.883,65,24.4116,18
"2025","La Salle",69.9051,84,69.0655,96,100.777,301,102.822,251,108.363,234,109.373,216,-6.55107,243
"2025","Lafayette",65.9542,295,66.3211,246,101.65,278,98.6752,326,104.233,135,109.284,213,-10.609,290
"2025","Lamar",65.8396,299,65.5933,286,103.447,244,103.417,241,101.941,79,104.003,108,-0.586056,170
"2025","Le Moyne",68.4905,154,68.8599,111,102.186,271,101.249,284,115.567,347,121.627,359,-20.3781,353
"2025","Lehigh",66.7058,253,67.4995,187,101.84,275,101.185,286,107.423,208,111.16,248,-9.97491,282
"2025","Liberty",66.513,266,65.7284,282,108.618,126,109.188,134,95.2144,11,98.0913,39,11.0966,73
"2025","Lindenwood",69.9407,82,69.9103,60,96.2142,345,95.2032,352,104.983,155,109.98,228,-14.7768,326
"2025","Lipscomb",67.5892,202,66.4547,236,115.352,30,113.064,81,100.422,58,103.587,102,9.47722,84
"2025","Little Rock",68.0743,182,67.3673,195,99.6057,314,98.886,322,97.1335,20,103.15,95,-4.26389,219
"2025","LIU",65.2766,320,65.3633,298,98.2279,325,94.6603,355,99.4071,37,104.697,117,-10.0363,284
"2025","Long Beach St.",65.5301,312,64.3175,335,99.0601,318,102.767,252,113.982,338,115.059,319,-12.2925,307
"2025","Longwood",70.062,75,69.1692,89,109.197,113,106.545,193,108.04,225,109.98,229,-3.43496,210
"2025","Louisiana",66.8614,244,67.0358,212,97.087,337,98.8142,325,109.809,267,111.326,251,-12.512,309
"2025","Louisiana Monroe",68.2576,173,68.2264,139,96.2269,344,96.6059,340,112.54,326,114.789,317,-18.1828,346
"2025","Louisiana Tech",66.0679,286,64.7354,321,107.604,145,110.894,105,104.606,148,106.624,158,4.27054,114
"2025","Louisville",69.3715,110,69.1972,86,114.135,37,118.833,24,99.6181,44,96.305,25,22.5283,24
"2025","Loyola Chicago",67.5165,207,67.4523,190,106.627,165,107.628,168,102.669,94,104.686,116,2.9416,128
"2025","Loyola Marymount",67.9612,185,67.1754,204,101.599,279,103.832,234,104.874,152,103.339,97,0.49323,157
"2025","Loyola MD",66.8647,243,67.1005,208,102.276,268,100.438,303,107.541,211,113.356,295,-12.9175,311
"2025","LSU",69.3084,114,68.0536,149,107.014,157,111.224,101,103.548,116,100.799,64,10.4245,77
"2025","Maine",66.4085,271,66.2131,256,104.43,223,102.071,263,101.259,70,106.718,161,-4.64722,223
"2025","Manhattan",67.1659,233,67.6737,172,109.958,95,108.788,140,108.836,245,115.35,323,-6.5627,245
"2025","Marist",64.1976,349,64.3505,334,103.342,247,99.0248,319,98.7707,29,106.227,152,-7.20199,253
"2025","Marquette",67.8709,190,67.6068,176,113.177,53,118.209,30,98.5539,28,95.6533,19,22.5562,23
"2025","Marshall",68.8692,133,69.0578,97,107.992,138,106.808,186,104.11,132,107.22,175,-0.411072,167
"2025","Maryland",70.6688,50,70.1447,54,115.661,28,118.452,28,94.7988,9,93.6552,12,24.7965,14
"2025","Maryland Eastern Shore",67.649,199,66.1607,259,93.4363,359,95.1819,353,117.594,355,118.55,356,-23.3678,360
"2025","Massachusetts",70.8244,44,70.5669,45,101.284,283,103.809,236,105.095,158,106.856,165,-3.04767,205
"2025","McNeese",65.9793,292,65.641,284,114.351,36,114.804,63,97.8743,21,101.148,68,13.6557,59
"2025","Memphis",70.86,43,70.6974,40,111.611,65,114.74,65,102.085,82,98.2145,41,16.5251,47
"2025","Mercer",71.7273,23,71.5673,19,102.176,272,100.675,299,106.369,186,108.189,198,-7.51407,255
"2025","Mercyhurst",64.4834,341,65.0348,315,100.606,306,99.1496,317,110.069,273,116.848,341,-17.6982,343
"2025","Merrimack",64.9294,327,65.0758,312,100.999,294,100.431,304,99.6704,46,103.437,98,-3.00605,204
"2025","Miami FL",67.4634,213,67.5086,186,108.891,121,114.027,69,118.762,359,116.441,339,-2.41353,192
"2025","Miami OH",70.2431,65,69.4269,73,110.082,92,108.072,161,104.57,145,108.324,201,-0.252085,165
"2025","Michigan",70.7726,45,69.8832,62,111.24,71,117.085,40,100.212,55,95.9061,22,21.1792,29
"2025","Michigan St.",69.0492,122,67.8424,161,112.528,59,118.074,32,96.1188,17,91.1731,5,26.9009,9
"2025","Middle Tennessee",69.2124,120,68.4943,127,106.139,172,109.842,128,104.429,141,105.675,139,4.16694,116
"2025","Milwaukee",69.4868,102,68.9325,104,110.361,86,108.486,150,103.757,122,106.185,150,2.30062,138
"2025","Minnesota",63.6127,356,62.5776,357,105.418,193,111.162,102,107.208,204,102.681,87,8.48076,89
"2025","Mississippi",69.4595,104,68.386,130,111.395,68,118.039,33,101.244,68,95.9587,23,22.0806,26
"2025","Mississippi St.",69.3974,107,67.9598,151,113.063,55,119.011,23,104.349,140,98.635,44,20.3762,30
"2025","Mississippi Valley St.",66.1116,284,64.731,322,78.2169,364,82.0608,364,126.165,364,126.632,364,-44.5709,364
